id,category,name_zh,summary,shape_primary,difficulty,intensity,style_tags,best_crops,perspective_dependency,image
SI-011,SI,一腿前伸坐,一腿向前明显延长，另一腿保持屈曲,DIAGONAL,easy,2,时尚编辑|优雅,full_body|three_quarter|half_body,low,assets/pose-images/SI-011.webp
SI-012,SI,踝部内收坐,双脚靠近，脚踝内收，膝部略错位,COMPACT,easy,2,柔和|自然,full_body|three_quarter|half_body,low,assets/pose-images/SI-012.webp
SI-013,SI,膝部打开坐,双膝适度打开，重心稳，形成更有力量的坐姿,OPEN,easy,2,力量感|时尚编辑,full_body|three_quarter|half_body,low,assets/pose-images/SI-013.webp
SI-014,SI,高凳悬脚坐,坐高凳边缘，双腿自然下垂或一前一后,VERTICAL,easy,2,松弛|自然,full_body|three_quarter|half_body,low,assets/pose-images/SI-014.webp
SI-015,SI,扶椅侧倾坐,一手支撑椅面，躯干向支撑侧轻倾,DIAGONAL,easy,2,优雅|时尚编辑,full_body|three_quarter|half_body,low,assets/pose-images/SI-015.webp
SI-016,SI,双腿同侧折叠坐,两腿在同一侧形成折叠曲线,C_CURVE,medium,3,柔和|优雅,full_body|three_quarter|half_body,low,assets/pose-images/SI-016.webp
SI-017,SI,椅上收拢坐,双膝靠近胸腹，身体形成收拢轮廓,COMPACT,medium,3,柔和|清冷,full_body|three_quarter|half_body,low,assets/pose-images/SI-017.webp
SI-018,SI,椅上长线后靠,上身后靠、腿向前延展，形成长对角线,DIAGONAL,easy,2,时尚编辑|松弛,full_body|three_quarter|half_body,medium,assets/pose-images/SI-018.webp
SI-019,SI,坐姿肩胯错位,骨盆朝前，肩线向侧方转并倾斜,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/SI-019.webp
SI-020,SI,坐姿单臂过头,稳定坐姿基础上单臂越头形成上半身弧线,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/SI-020.webp
SI-021,SI,椅边窄坐·直立纵向,坐在椅面前缘，双膝与双脚保持窄距；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,1,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-021.webp
SI-022,SI,椅边窄坐·前倾对角,坐在椅面前缘，双膝与双脚保持窄距；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-022.webp
SI-023,SI,椅边窄坐·后仰开胸,坐在椅面前缘，双膝与双脚保持窄距；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-023.webp
SI-024,SI,椅边窄坐·胸胯扭转,坐在椅面前缘，双膝与双脚保持窄距；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-024.webp
SI-025,SI,椅边宽坐·直立纵向,坐在椅面前缘，双膝适度打开形成稳定基底；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-025.webp
SI-026,SI,椅边宽坐·前倾对角,坐在椅面前缘，双膝适度打开形成稳定基底；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-026.webp
SI-027,SI,椅边宽坐·后仰开胸,坐在椅面前缘，双膝适度打开形成稳定基底；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-027.webp
SI-028,SI,椅边宽坐·胸胯扭转,坐在椅面前缘，双膝适度打开形成稳定基底；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-028.webp
SI-029,SI,侧坐双腿同向·直立纵向,骨盆偏坐，双腿折向同一侧；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-029.webp
SI-030,SI,侧坐双腿同向·前倾对角,骨盆偏坐，双腿折向同一侧；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-030.webp
SI-031,SI,侧坐双腿同向·后仰开胸,骨盆偏坐，双腿折向同一侧；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-031.webp
SI-032,SI,侧坐双腿同向·胸胯扭转,骨盆偏坐，双腿折向同一侧；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-032.webp
SI-033,SI,高凳单腿落地·直立纵向,高凳坐姿，一脚落地，另一腿保持较高位置；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-033.webp
SI-034,SI,高凳单腿落地·前倾对角,高凳坐姿，一脚落地，另一腿保持较高位置；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-034.webp
SI-035,SI,高凳单腿落地·后仰开胸,高凳坐姿，一脚落地，另一腿保持较高位置；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-035.webp
SI-036,SI,高凳单腿落地·胸胯扭转,高凳坐姿，一脚落地，另一腿保持较高位置；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-036.webp
SI-037,SI,高凳双腿悬空·直立纵向,高凳坐姿，双脚离地或轻触脚踏，强调腿部垂线；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-037.webp
SI-038,SI,高凳双腿悬空·前倾对角,高凳坐姿，双脚离地或轻触脚踏，强调腿部垂线；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-038.webp
SI-039,SI,高凳双腿悬空·后仰开胸,高凳坐姿，双脚离地或轻触脚踏，强调腿部垂线；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-039.webp
SI-040,SI,高凳双腿悬空·胸胯扭转,高凳坐姿，双脚离地或轻触脚踏，强调腿部垂线；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-040.webp
SI-041,SI,椅上单膝抬高·直立纵向,坐姿中一侧膝盖抬高，另一腿落地；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-041.webp
SI-042,SI,椅上单膝抬高·前倾对角,坐姿中一侧膝盖抬高，另一腿落地；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-042.webp
SI-043,SI,椅上单膝抬高·后仰开胸,坐姿中一侧膝盖抬高，另一腿落地；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-043.webp
SI-044,SI,椅上单膝抬高·胸胯扭转,坐姿中一侧膝盖抬高，另一腿落地；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-044.webp
SI-045,SI,反坐跨椅·直立纵向,身体面向椅背反坐，双腿分置椅面两侧；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,medium,3,时尚编辑|清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-045.webp
SI-046,SI,反坐跨椅·前倾对角,身体面向椅背反坐，双腿分置椅面两侧；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-046.webp
SI-047,SI,反坐跨椅·后仰开胸,身体面向椅背反坐，双腿分置椅面两侧；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,时尚编辑|戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-047.webp
SI-048,SI,反坐跨椅·胸胯扭转,身体面向椅背反坐，双腿分置椅面两侧；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-048.webp
SI-049,SI,坐姿一腿前伸·直立纵向,一腿保持屈曲支撑，另一腿向前延伸拉长线条；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-049.webp
SI-050,SI,坐姿一腿前伸·前倾对角,一腿保持屈曲支撑，另一腿向前延伸拉长线条；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-050.webp
SI-051,SI,坐姿一腿前伸·后仰开胸,一腿保持屈曲支撑，另一腿向前延伸拉长线条；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-051.webp
SI-052,SI,坐姿一腿前伸·胸胯扭转,一腿保持屈曲支撑，另一腿向前延伸拉长线条；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-052.webp
SI-053,SI,坐姿脚踝交叉·直立纵向,双腿向前收窄并在脚踝处交叉；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,1,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-053.webp
SI-054,SI,坐姿脚踝交叉·前倾对角,双腿向前收窄并在脚踝处交叉；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-054.webp
SI-055,SI,坐姿脚踝交叉·后仰开胸,双腿向前收窄并在脚踝处交叉；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-055.webp
SI-056,SI,坐姿脚踝交叉·胸胯扭转,双腿向前收窄并在脚踝处交叉；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-056.webp
SI-057,SI,椅面偏坐·直立纵向,骨盆只占椅面一侧，身体获得明显偏移空间；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-057.webp
SI-058,SI,椅面偏坐·前倾对角,骨盆只占椅面一侧，身体获得明显偏移空间；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-058.webp
SI-059,SI,椅面偏坐·后仰开胸,骨盆只占椅面一侧，身体获得明显偏移空间；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-059.webp
SI-060,SI,椅面偏坐·胸胯扭转,骨盆只占椅面一侧，身体获得明显偏移空间；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-060.webp
SI-061,SI,低凳前缘坐·直立纵向,低凳前缘坐，膝髋屈曲更明显，脚掌稳定落地；骨盆稳定，上身向上拔高，保持颈肩放松。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/SI-061.webp
SI-062,SI,低凳前缘坐·前倾对角,低凳前缘坐，膝髋屈曲更明显，脚掌稳定落地；从髋部向前倾，胸口向前延展形成对角线。,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SI-062.webp
SI-063,SI,低凳前缘坐·后仰开胸,低凳前缘坐，膝髋屈曲更明显，脚掌稳定落地；上身后移并打开胸腔，形成舒展弧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/SI-063.webp
SI-064,SI,低凳前缘坐·胸胯扭转,低凳前缘坐，膝髋屈曲更明显，脚掌稳定落地；骨盆保持座位方向，胸腔向侧面旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SI-064.webp
KN-001,KN,半跪前弓步,一膝着地、一脚前踩，前后形成稳定弓步,TRIANGLE,easy,2,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/KN-001.webp
KN-002,KN,高跪直立,双膝着地、髋部离开脚跟，身体纵向拉长,VERTICAL,easy,2,优雅|清冷,full_body|three_quarter,low,assets/pose-images/KN-002.webp
KN-003,KN,坐脚跟跪姿,臀部落向脚跟，躯干保持放松,COMPACT,easy,2,柔和|自然,full_body|three_quarter,low,assets/pose-images/KN-003.webp
KN-004,KN,侧向高跪,高跪基础上骨盆向一侧偏移，形成非对称曲线,S_CURVE,medium,3,优雅|时尚编辑,full_body|three_quarter,low,assets/pose-images/KN-004.webp
KN-005,KN,低跪单手撑地,一膝/双膝低位，一手撑地形成三点结构,TRIANGLE,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/KN-005.webp
KN-006,KN,高跪开胸后弓,双膝支撑，骨盆稳定，胸腔向上后方延展,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-006.webp
KN-007,KN,跪姿S曲线,骨盆侧移、胸腔反向补偿，形成明显S线,S_CURVE,medium,3,时尚编辑|优雅,full_body|three_quarter,low,assets/pose-images/KN-007.webp
KN-008,KN,单膝前立跪,一侧膝盖高起，另一膝着地，形成高低层级,TRIANGLE,easy,2,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-008.webp
KN-009,KN,宽膝高跪,双膝适度打开，高跪保持稳定开放轮廓,OPEN,medium,3,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/KN-009.webp
KN-010,KN,跪姿胸胯扭转,骨盆面向前方，胸腔明显转向侧方,TWIST,medium,3,时尚编辑|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-010.webp
KN-011,KN,前俯双手撑地跪,跪姿向前折叠，双手承担部分支撑,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/KN-011.webp
KN-012,KN,撑地加过头弧线,一手撑地，另一臂越头，身体形成连续弧线,C_CURVE,hard,4,戏剧化|时尚编辑,full_body|three_quarter,medium,assets/pose-images/KN-012.webp
KN-013,KN,高跪侧弯,双膝高跪，躯干侧弯并向外延展,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-013.webp
KN-014,KN,高跪后伸手臂,高跪开胸，手臂向后或上后方延展,ARCH,medium,3,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-014.webp
KN-015,KN,半跪向前伸手,半跪弓步同时单臂向镜头或前方延伸,FORWARD,medium,3,戏剧化|活泼,full_body|three_quarter,high,assets/pose-images/KN-015.webp
KN-016,KN,紧凑低跪,身体重心降低，膝腿与躯干形成紧凑体块,COMPACT,medium,3,清冷|时尚编辑,full_body|three_quarter,low,assets/pose-images/KN-016.webp
KN-017,KN,分腿半跪,一侧膝支撑，另一腿向侧方较长距离延伸,DIAGONAL,hard,4,时尚编辑|力量感,full_body|three_quarter,low,assets/pose-images/KN-017.webp
KN-018,KN,背身高跪回头,高跪背向或三分之二背向镜头并回头,TWIST,medium,3,优雅|清冷,full_body|three_quarter,low,assets/pose-images/KN-018.webp
KN-019,KN,抱膝收拢跪,低跪并让手臂/上身靠近抬高膝部,COMPACT,medium,3,柔和|清冷,full_body|three_quarter,low,assets/pose-images/KN-019.webp
KN-020,KN,对角延展跪,下肢形成稳定跪姿，上肢向对角方向强烈延展,DIAGONAL,hard,4,戏剧化|时尚编辑,full_body|three_quarter,medium,assets/pose-images/KN-020.webp
KN-021,KN,高跪并膝·胸胯反向S线,双膝靠近高跪，骨盆离开脚跟；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-021.webp
KN-022,KN,高跪并膝·侧弯连续弧,双膝靠近高跪，骨盆离开脚跟；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-022.webp
KN-023,KN,高跪并膝·开胸后弓,双膝靠近高跪，骨盆离开脚跟；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-023.webp
KN-024,KN,高跪并膝·扭转对角,双膝靠近高跪，骨盆离开脚跟；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-024.webp
KN-025,KN,高跪宽膝·胸胯反向S线,双膝打开高跪，建立开放稳定基底；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-025.webp
KN-026,KN,高跪宽膝·侧弯连续弧,双膝打开高跪，建立开放稳定基底；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-026.webp
KN-027,KN,高跪宽膝·开胸后弓,双膝打开高跪，建立开放稳定基底；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-027.webp
KN-028,KN,高跪宽膝·扭转对角,双膝打开高跪，建立开放稳定基底；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-028.webp
KN-029,KN,半跪前脚立·胸胯反向S线,一膝着地，另一脚在前落地形成半跪；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-029.webp
KN-030,KN,半跪前脚立·侧弯连续弧,一膝着地，另一脚在前落地形成半跪；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-030.webp
KN-031,KN,半跪前脚立·开胸后弓,一膝着地，另一脚在前落地形成半跪；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-031.webp
KN-032,KN,半跪前脚立·扭转对角,一膝着地，另一脚在前落地形成半跪；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-032.webp
KN-033,KN,半跪侧脚立·胸胯反向S线,一膝着地，另一脚向侧方落地；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-033.webp
KN-034,KN,半跪侧脚立·侧弯连续弧,一膝着地，另一脚向侧方落地；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-034.webp
KN-035,KN,半跪侧脚立·开胸后弓,一膝着地，另一脚向侧方落地；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-035.webp
KN-036,KN,半跪侧脚立·扭转对角,一膝着地，另一脚向侧方落地；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-036.webp
KN-037,KN,低跪坐跟·胸胯反向S线,双膝着地并将骨盆降低靠近脚跟；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-037.webp
KN-038,KN,低跪坐跟·侧弯连续弧,双膝着地并将骨盆降低靠近脚跟；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-038.webp
KN-039,KN,低跪坐跟·开胸后弓,双膝着地并将骨盆降低靠近脚跟；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-039.webp
KN-040,KN,低跪坐跟·扭转对角,双膝着地并将骨盆降低靠近脚跟；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-040.webp
KN-041,KN,单膝后伸·胸胯反向S线,一膝支撑，另一腿向后延长形成长线；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,4,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-041.webp
KN-042,KN,单膝后伸·侧弯连续弧,一膝支撑，另一腿向后延长形成长线；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-042.webp
KN-043,KN,单膝后伸·开胸后弓,一膝支撑，另一腿向后延长形成长线；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-043.webp
KN-044,KN,单膝后伸·扭转对角,一膝支撑，另一腿向后延长形成长线；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-044.webp
KN-045,KN,双膝错位·胸胯反向S线,双膝前后或左右错开，形成不对称跪姿基底；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-045.webp
KN-046,KN,双膝错位·侧弯连续弧,双膝前后或左右错开，形成不对称跪姿基底；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-046.webp
KN-047,KN,双膝错位·开胸后弓,双膝前后或左右错开，形成不对称跪姿基底；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-047.webp
KN-048,KN,双膝错位·扭转对角,双膝前后或左右错开，形成不对称跪姿基底；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-048.webp
KN-049,KN,高跪单侧提髋·胸胯反向S线,高跪中将骨盆明显推向一侧形成高低差；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,3,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-049.webp
KN-050,KN,高跪单侧提髋·侧弯连续弧,高跪中将骨盆明显推向一侧形成高低差；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-050.webp
KN-051,KN,高跪单侧提髋·开胸后弓,高跪中将骨盆明显推向一侧形成高低差；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-051.webp
KN-052,KN,高跪单侧提髋·扭转对角,高跪中将骨盆明显推向一侧形成高低差；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-052.webp
KN-053,KN,半跪长弓步·胸胯反向S线,一膝着地，前脚远离身体形成长弓步；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,4,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-053.webp
KN-054,KN,半跪长弓步·侧弯连续弧,一膝着地，前脚远离身体形成长弓步；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-054.webp
KN-055,KN,半跪长弓步·开胸后弓,一膝着地，前脚远离身体形成长弓步；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-055.webp
KN-056,KN,半跪长弓步·扭转对角,一膝着地，前脚远离身体形成长弓步；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-056.webp
KN-057,KN,跪姿一腿侧伸·胸胯反向S线,一膝/双膝支撑，同时一腿向侧方伸直；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,4,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-057.webp
KN-058,KN,跪姿一腿侧伸·侧弯连续弧,一膝/双膝支撑，同时一腿向侧方伸直；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-058.webp
KN-059,KN,跪姿一腿侧伸·开胸后弓,一膝/双膝支撑，同时一腿向侧方伸直；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-059.webp
KN-060,KN,跪姿一腿侧伸·扭转对角,一膝/双膝支撑，同时一腿向侧方伸直；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-060.webp
KN-061,KN,跪姿一腿前伸·胸胯反向S线,跪姿基底上将一腿向前延伸形成前向长线；骨盆侧移，胸腔反向回正形成跪姿S线。,S_CURVE,medium,4,优雅|柔和,full_body|three_quarter,low,assets/pose-images/KN-061.webp
KN-062,KN,跪姿一腿前伸·侧弯连续弧,跪姿基底上将一腿向前延伸形成前向长线；从骨盆到肋骨形成一条明显侧向弧线。,C_CURVE,medium,4,优雅|戏剧化,full_body|three_quarter,low,assets/pose-images/KN-062.webp
KN-063,KN,跪姿一腿前伸·开胸后弓,跪姿基底上将一腿向前延伸形成前向长线；胸腔向上打开并后伸，保持髋部稳定。,ARCH,medium,4,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/KN-063.webp
KN-064,KN,跪姿一腿前伸·扭转对角,跪姿基底上将一腿向前延伸形成前向长线；骨盆保持跪姿方向，胸腔旋转并形成斜向延展。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/KN-064.webp
SQ-001,SQ,深蹲对称,双脚稳定深蹲，重心居中，躯干延展,TRIANGLE,medium,3,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/SQ-001.webp
SQ-002,SQ,提踵低蹲,低位蹲姿中脚跟抬起，重心更靠前,COMPACT,hard,4,时尚编辑|活泼,full_body|three_quarter,low,assets/pose-images/SQ-002.webp
SQ-003,SQ,侧向低蹲,重心偏向一侧腿，另一侧腿更开放,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,low,assets/pose-images/SQ-003.webp
SQ-004,SQ,低蹲单手撑地,深蹲或低蹲中一手落地形成稳定三角,TRIANGLE,medium,3,力量感|戏剧化,full_body|three_quarter,medium,assets/pose-images/SQ-004.webp
SQ-005,SQ,宽距相扑蹲,双脚宽开、膝盖向外，身体保持开放,OPEN,medium,3,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/SQ-005.webp
SQ-006,SQ,并脚收拢蹲,双脚靠近，膝部折叠，身体紧凑收拢,COMPACT,medium,3,柔和|清冷,full_body|three_quarter,low,assets/pose-images/SQ-006.webp
